rad_scale,transport_scale,storage_scale,mode,manageable_failure,manageable_CVaR95,manageable_unsafe,manageable_Y,manageable_Tc95,frontier_failure,frontier_CVaR95,frontier_unsafe,frontier_Y,frontier_Tc95,harsh_failure,harsh_CVaR95,harsh_unsafe,harsh_Y,harsh_Tc95
1.0,4.0,2.0,no_control,1.0,499.71551218669845,0.9698809523809524,1.0000000000000162,5.736094804941019,1.0,706.8411614689275,0.9713541666666666,1.0000000000000162,7.130265414037785,1.0,1230.9900700937085,0.9744791666666667,1.0000000000000162,9.0863413738064
1.0,4.0,2.0,pump_only,1.0,110.1283693026758,0.9503125,1.0000000000000162,2.996142594685824,1.0,214.66048077557696,0.9589583333333334,1.0000000000000162,4.184498557166401,1.0,326.3615998242151,0.9601041666666666,1.0000000000000162,4.9181779302985715
1.0,4.0,2.0,pump_radiator,1.0,71.34329299630107,0.9492410714285714,1.0000000000000162,2.663970546175512,1.0,131.81721514337156,0.9560416666666667,1.0000000000000162,3.6393661023931347,1.0,223.61837758568157,0.9628125,1.0000000000000162,4.438582978577413
1.0,4.0,2.0,radiator_only,1.0,318.04527711821095,0.9680505952380952,1.0000000000000162,4.787032354897577,1.0,545.6595322097472,0.9710416666666667,1.0000000000000162,6.499456101968733,1.0,801.3996134397278,0.9740625,1.0000000000000162,7.735953091352253
2.0,1.0,1.0,a10_hybrid,1.0,204.9637780896388,0.967232142857143,0.6617229117547916,4.106352494215423,1.0,315.43813262204117,0.9703125,0.6416166760549337,5.073182789398477,1.0,596.4534496486114,0.975625,0.6013926717703049,6.8040010226231855
2.0,1.0,1.0,load_throttle,1.0,1066.51412964658,0.9701488095238096,0.5607401895764819,8.023035358552962,1.0,1531.3138623369232,0.9716666666666667,0.5601896006974305,9.2230748783226,1.0,2364.05702301966,0.9747916666666667,0.5591718942071308,11.149388028259056
2.0,1.0,1.0,no_control,1.0,3480.063644046134,0.9733184523809524,1.0000000000000162,13.377675559419917,1.0,4946.1483071002685,0.9760416666666667,1.0000000000000162,15.634370616297257,1.0,7664.484825682812,0.9770833333333333,1.0000000000000162,18.739307235189475
2.0,1.0,1.0,pump_only,1.0,836.5592613143954,0.9697470238095239,1.0000000000000162,6.568083893183229,1.0,1325.632399686213,0.9742708333333334,1.0000000000000162,7.951931772437989,1.0,1847.1621522121081,0.975625,1.0000000000000162,9.36943789063468
2.0,1.0,1.0,pump_radiator,1.0,672.9818436216361,0.9702529761904761,1.0000000000000162,5.965841572462305,1.0,1065.4675918916057,0.9733333333333334,1.0000000000000162,7.503119728726229,1.0,1401.6826328171096,0.9760416666666667,1.0000000000000162,8.683127767207097
2.0,1.0,1.0,radiator_only,1.0,2781.033554662783,0.9731845238095238,1.0000000000000162,11.850638163139758,1.0,3338.151446080253,0.974375,1.0000000000000162,12.806092516542838,1.0,6736.640697916184,0.9782291666666667,1.0000000000000162,17.10343718195932
