rad_scale,transport_scale,storage_scale,mode,stress,n,failure_rate,throughput_failure_rate,mean_V,median_V,CVaR90_V,CVaR95_V,mean_unsafe_fraction,mean_Y_final,max_Tc_p95,min_Es_p05,min_Pm_p05
1.0,2.0,2.0,a10_hybrid_v2,radiator_degradation,4,1.0,0.25,40.49284683510972,38.21605655159463,54.41192495111134,54.41192495111134,0.9570833333333333,0.8035781205072443,2.4235289657148957,0.1765993555471163,0.84
1.0,2.0,2.0,a10_hybrid_v2,solar_heating,4,1.0,0.0,25.313933947766042,26.355776492332627,29.838739256410715,29.838739256410715,0.9541666666666667,0.8157961196297987,2.073158235424072,0.18606432583006136,0.84
1.0,2.0,2.0,a10_hybrid_v2,storage_saturation,4,1.0,1.0,44.660755744495404,44.044555422398396,50.537421242382365,50.537421242382365,0.9552083333333333,0.7581346926110509,3.048746609430185,0.1631279818830036,0.84
1.0,2.0,2.0,no_control,burst_heat,4,1.0,0.0,1810.4689567282264,1876.7303165433505,2352.02125223621,2352.02125223621,0.9720833333333334,1.0000000000000162,11.588882526726936,0.86,0.84
1.0,2.0,2.0,no_control,combined_harsh,4,1.0,0.0,2869.041507936959,3081.5084028523424,3404.545779468313,3404.545779468313,0.9770833333333334,1.0000000000000162,13.251425009028864,0.62,0.65
1.0,2.0,2.0,no_control,combined_moderate,4,1.0,0.0,1636.9040637048317,1610.107381035305,2033.2772157077545,2033.2772157077545,0.9739583333333334,1.0000000000000162,10.227910168715995,0.72,0.72
1.0,2.0,2.0,no_control,eclipse_transition,4,1.0,0.0,918.1784917341394,856.7195846129034,1294.897894068697,1294.897894068697,0.97125,1.0000000000000162,8.367600898260486,0.86,0.84
1.0,2.0,2.0,no_control,nominal,4,1.0,0.0,1223.8829107701747,1189.9753952554775,1821.1308499627678,1821.1308499627678,0.975,1.0000000000000162,9.535335455172753,0.86,0.84
1.0,2.0,2.0,no_control,power_shortage,4,1.0,0.0,995.808678446765,980.9233663697438,1081.12284866289,1081.12284866289,0.9725000000000001,1.0000000000000162,7.868803068047992,0.86,0.84
1.0,2.0,2.0,no_control,radiator_degradation,4,1.0,0.0,1131.825327077646,1119.4851690248775,1461.271232965882,1461.271232965882,0.9737499999999999,1.0000000000000162,8.935422439678693,0.86,0.84
1.0,2.0,2.0,no_control,solar_heating,4,1.0,0.0,1079.0270779480447,1043.3243886112045,1380.7857052618817,1380.7857052618817,0.9729166666666667,1.0000000000000162,8.637379617084157,0.86,0.84
1.0,2.0,2.0,no_control,storage_saturation,4,1.0,0.0,1514.535245840953,1628.7518149962189,1672.6524611665877,1672.6524611665877,0.9725,1.0000000000000162,9.834785195786534,0.46,0.84
1.0,2.0,2.0,pump_radiator,burst_heat,4,1.0,0.0,283.2925314692354,311.7149995410588,358.16016678256995,358.16016678256995,0.9629166666666666,1.0000000000000162,5.62438281768488,0.86,0.84
1.0,2.0,2.0,pump_radiator,combined_harsh,4,1.0,0.0,562.6322897452305,550.3505780442667,726.4991855940447,726.4991855940447,0.974375,1.0000000000000162,6.9297075805757835,0.62,0.5120454353804942
1.0,2.0,2.0,pump_radiator,combined_moderate,4,1.0,0.0,343.77157080385473,336.0036077684469,429.61771201737497,429.61771201737497,0.9708333333333333,1.0000000000000162,5.516940557746856,0.72,0.72
1.0,2.0,2.0,pump_radiator,eclipse_transition,4,1.0,0.0,124.78618422436242,126.0496008443364,141.006366668898,141.006366668898,0.9597916666666666,1.0000000000000162,3.1476892857161727,0.86,0.84
1.0,2.0,2.0,pump_radiator,nominal,4,1.0,0.0,150.7260079705441,153.53223176017897,200.4807416613236,200.4807416613236,0.9627083333333333,1.0000000000000162,3.5113633052547097,0.86,0.84
1.0,2.0,2.0,pump_radiator,power_shortage,4,1.0,0.0,167.72255083083567,171.71201571784866,189.90360045784786,189.90360045784786,0.9654166666666667,1.0000000000000162,3.468027192654687,0.86,0.6489611117808174
1.0,2.0,2.0,pump_radiator,radiator_degradation,4,1.0,0.0,135.34897939364726,135.5696679000161,147.58486193952285,147.58486193952285,0.9581250000000001,1.0000000000000162,3.217922149722481,0.86,0.84
1.0,2.0,2.0,pump_radiator,solar_heating,4,1.0,0.0,157.69283594472716,156.45917568630358,216.07852679611955,216.07852679611955,0.9633333333333333,1.0000000000000162,3.55725741673706,0.86,0.84
1.0,2.0,2.0,pump_radiator,storage_saturation,4,1.0,0.0,225.5168142362009,193.44363926618595,336.38213154395345,336.38213154395345,0.963125,1.0000000000000162,5.26012491962289,0.46,0.84
1.0,2.0,4.0,a10_hybrid,burst_heat,4,1.0,1.0,42.05775902904607,39.47575461677134,50.76041856676227,50.76041856676227,0.9460416666666667,0.5864112514705941,3.1916095471203274,0.14101444015965123,0.84
1.0,2.0,4.0,a10_hybrid,combined_harsh,4,1.0,1.0,95.97403242545326,97.90570000068061,111.89089739091948,111.89089739091948,0.9645833333333333,0.5389324553359696,3.7199190554849673,0.1336606378778912,0.6209443621163228
1.0,2.0,4.0,a10_hybrid,combined_moderate,4,1.0,1.0,54.552143762664286,53.047457945544096,66.3244634432044,66.3244634432044,0.9622916666666667,0.5717511002883358,3.152633587708325,0.1372240760554441,0.72
1.0,2.0,4.0,a10_hybrid,eclipse_transition,4,1.0,1.0,15.06182165574645,14.405815878840997,17.764842642738813,17.764842642738813,0.9508333333333333,0.6241662797412273,1.8281055149756533,0.13659728591638612,0.84
